glottocode,pref_name_for_society,title,definition,category,var_id,code,code_description
kore1280,Koreans,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,3.0,(3 of 10)
kore1280,Koreans,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,NA,Missing data
kore1280,Koreans,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
kore1280,Koreans,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,8.0,(8 of 10)
kore1280,Koreans,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,6.0,(6 of 10)
kore1280,Koreans,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,NA,Missing data
kore1280,Koreans,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,8.0,(8 of 10)
kore1280,Koreans,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,3.0,(3 of 10)
kore1280,Koreans,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
kore1280,Koreans,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,NA,Missing data
kore1280,Koreans,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,6.0,(6 of 10)
kore1280,Koreans,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,6.0,(6 of 10)
koyr1242,Songhai,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,5.0,moderately strong inculcation (5 of 10)
koyr1242,Songhai,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,NA,Missing data
koyr1242,Songhai,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,NA,Missing data
koyr1242,Songhai,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
koyr1242,Songhai,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,NA,Missing data
koyr1242,Songhai,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,NA,Missing data
koyr1242,Songhai,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,NA,Missing data
koyr1242,Songhai,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,NA,Missing data
koyr1242,Songhai,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,NA,Missing data
koyr1242,Songhai,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,5.0,moderately strong inculcation (5 of 10)
koyr1242,Songhai,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,5.0,moderately strong inculcation (5 of 10)
koyr1242,Songhai,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,5.0,moderately strong inculcation (5 of 10)
koyr1242,Songhai,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
kren1239,Aimoré,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,NA,Missing data
kren1239,Aimoré,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,NA,Missing data
kren1239,Aimoré,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,NA,Missing data
kren1239,Aimoré,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,NA,Missing data
kren1239,Aimoré,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,1.0,Absence or near absence of slavery
kren1239,Aimoré,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,NA,Missing data
kren1239,Aimoré,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,5.0,moderately strong inculcation (5 of 10)
kren1239,Aimoré,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,NA,Missing data
kren1239,Aimoré,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,1.0,(1 of 10)
kren1239,Aimoré,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,1.0,(1 of 10)
kren1239,Aimoré,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,1.0,(1 of 10)
kren1239,Aimoré,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
kren1239,Aimoré,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,NA,Missing data
kuik1246,Kuikuru,(Semi)divine ruler,"Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",Political Organization,CARNEIRO_326,0.0,absent
kute1249,Kutenai,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,6.0,(6 of 10)
kute1249,Kutenai,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,6.0,(6 of 10)
kute1249,Kutenai,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,6.0,(6 of 10)
kute1249,Kutenai,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,6.0,(6 of 10)
kute1249,Kutenai,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,9.0,(9 of 10)
kute1249,Kutenai,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
kute1249,Kutenai,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,6.0,(6 of 10)
kute1249,Kutenai,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,6.0,(6 of 10)
kute1249,Kutenai,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,NA,Missing data
kute1249,Kutenai,(Semi)divine ruler,"Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",Political Organization,CARNEIRO_326,0.0,absent
kute1249,Kutenai,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,9.0,(9 of 10)
kute1249,Kutenai,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,2.0,"Incipient or nonhereditary slavery, i.e., where slave status is temporary and not transmitted to the children of slaves"
kute1249,Kutenai,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,6.0,(6 of 10)
kute1249,Kutenai,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,6.0,(6 of 10)
kwom1262,Kwoma,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
kwom1262,Kwoma,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,NA,Missing data
kwom1262,Kwoma,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,5.0,moderately strong inculcation (5 of 10)
kwom1262,Kwoma,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,2.0,(2 of 10)
kwom1262,Kwoma,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,1.0,Absence or near absence of slavery
kwom1262,Kwoma,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,5.0,moderately strong inculcation (5 of 10)
kwom1262,Kwoma,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,5.0,moderately strong inculcation (5 of 10)
kwom1262,Kwoma,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,5.0,moderately strong inculcation (5 of 10)
kwom1262,Kwoma,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,6.0,(6 of 10)
kwom1262,Kwoma,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,4.0,(4 of 10)
kwom1262,Kwoma,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,4.0,(4 of 10)
kwom1262,Kwoma,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,6.0,(6 of 10)
kwom1262,Kwoma,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,2.0,(2 of 10)
lame1256,Lamet,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,6.0,(6 of 10)
lame1256,Lamet,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,NA,Missing data
lame1256,Lamet,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,6.0,(6 of 10)
lame1256,Lamet,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,NA,Missing data
lame1256,Lamet,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,6.0,(6 of 10)
lame1256,Lamet,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
lame1256,Lamet,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,NA,Missing data
lame1256,Lamet,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,NA,Missing data
lame1256,Lamet,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,NA,Missing data
lame1256,Lamet,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,8.0,(8 of 10)
lame1256,Lamet,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,1.0,Absence or near absence of slavery
lame1256,Lamet,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,8.0,(8 of 10)
lame1256,Lamet,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,6.0,(6 of 10)
lati1261,Ancient Romans,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,5.0,moderately strong inculcation (5 of 10)
lati1261,Ancient Romans,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,3.0,(3 of 10)
lati1261,Ancient Romans,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,9.0,(9 of 10)
lati1261,Ancient Romans,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,6.0,(6 of 10)
lati1261,Ancient Romans,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,5.0,moderately strong inculcation (5 of 10)
lati1261,Ancient Romans,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,6.0,(6 of 10)
lati1261,Ancient Romans,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,6.0,(6 of 10)
lati1261,Ancient Romans,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,6.0,(6 of 10)
lati1261,Ancient Romans,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,6.0,(6 of 10)
lati1261,Ancient Romans,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,5.0,moderately strong inculcation (5 of 10)
lati1261,Ancient Romans,(Semi)divine ruler,"Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",Political Organization,CARNEIRO_326,1.0,present
lati1261,Ancient Romans,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
lati1261,Ancient Romans,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,6.0,(6 of 10)
lati1261,Ancient Romans,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,5.0,moderately strong inculcation (5 of 10)
lepc1244,Lepcha,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,5.0,moderately strong inculcation (5 of 10)
lepc1244,Lepcha,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,5.0,moderately strong inculcation (5 of 10)
lepc1244,Lepcha,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,3.0,(3 of 10)
lepc1244,Lepcha,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,0.0,"no inculcation, or opposite trait (0 of 10)"
lepc1244,Lepcha,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,5.0,moderately strong inculcation (5 of 10)
lepc1244,Lepcha,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,3.0,(3 of 10)
lepc1244,Lepcha,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,3.0,(3 of 10)
lepc1244,Lepcha,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
lepc1244,Lepcha,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,0.0,"no inculcation, or opposite trait (0 of 10)"
lepc1244,Lepcha,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,5.0,moderately strong inculcation (5 of 10)
lepc1244,Lepcha,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,0.0,"no inculcation, or opposite trait (0 of 10)"
lepc1244,Lepcha,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,0.0,"no inculcation, or opposite trait (0 of 10)"
lepc1244,Lepcha,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,3.0,(3 of 10)
lozi1239,Lozi,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,5.0,moderately strong inculcation (5 of 10)
lozi1239,Lozi,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,NA,Missing data
lozi1239,Lozi,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,NA,Missing data
lozi1239,Lozi,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
lozi1239,Lozi,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,NA,Missing data
lozi1239,Lozi,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,NA,Missing data
lozi1239,Lozi,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
